Record Length,2500,,-0.05,0.8
Sample Interval,0.0002,,-0.0498,0.8
Trigger Point,250,,-0.0496,0.8
,,,-0.0494,0.8
,,,-0.0492,0.8
,,,-0.049,0.8
Source,CH2,,-0.0488,0.8
Vertical Units,V,,-0.0486,0.8
Vertical Scale,10,,-0.0484,0.8
Vertical Offset,-20.8,,-0.0482,0.8
Horizontal Units,s,,-0.048,0.8
Horizontal Scale,0.05,,-0.0478,0.4
Pt Fmt,Y,,-0.0476,0.4
Yzero,0,,-0.0474,0.4
Probe Atten,10,,-0.0472,0.4
Model Number,TDS2002C,,-0.047,0.4
Serial Number,C014825,,-0.0468,0.4
Firmware Version,FV:v24.17,,-0.0466,0.4
,,,-0.0464,0.4
,,,-0.0462,0.4
,,,-0.046,0.4
,,,-0.0458,0.4
,,,-0.0456,0.4
,,,-0.0454,0.4
,,,-0.0452,0.4
,,,-0.045,0.4
,,,-0.0448,0.4
,,,-0.0446,0.4
,,,-0.0444,0.4
,,,-0.0442,0.4
,,,-0.044,0.4
,,,-0.0438,0.4
,,,-0.0436,0.4
,,,-0.0434,0.4
,,,-0.0432,0.4
,,,-0.043,0.4
,,,-0.0428,0
,,,-0.0426,0
,,,-0.0424,0
,,,-0.0422,0
,,,-0.042,0
,,,-0.0418,0
,,,-0.0416,0
,,,-0.0414,0
,,,-0.0412,0
,,,-0.041,0
,,,-0.0408,0
,,,-0.0406,0
,,,-0.0404,0.4
,,,-0.0402,0.4
,,,-0.04,0
,,,-0.0398,0
,,,-0.0396,0
,,,-0.0394,0
,,,-0.0392,0
,,,-0.039,0
,,,-0.0388,0
,,,-0.0386,0
,,,-0.0384,0
,,,-0.0382,0
,,,-0.038,0
,,,-0.0378,0.4
,,,-0.0376,0
,,,-0.0374,0
,,,-0.0372,0
,,,-0.037,0
,,,-0.0368,0
,,,-0.0366,0
,,,-0.0364,0
,,,-0.0362,0
,,,-0.036,0
,,,-0.0358,0
,,,-0.0356,0.4
,,,-0.0354,0.4
,,,-0.0352,0.4
,,,-0.035,0.4
,,,-0.0348,0.4
,,,-0.0346,0.4
,,,-0.0344,0.4
,,,-0.0342,0.4
,,,-0.034,0.4
,,,-0.0338,0.4
,,,-0.0336,0.4
,,,-0.0334,0.4
,,,-0.0332,0.4
,,,-0.033,0.4
,,,-0.0328,0.4
,,,-0.0326,0.4
,,,-0.0324,0.4
,,,-0.0322,0.4
